example,split,action_x,action_y,edge_count_before,edge_count_after,births,deaths
29,friction_mass_shift,0.8308,-0.0023,0.0,0.0,0.0,0.0
30,fixture_topology_shift,16.7728,8.9816,0.0,0.0,0.0,0.0
31,friction_mass_shift,6.3545,0.0966,0.0,0.0,0.0,0.0
32,friction_mass_shift,22.8355,-2.2299,0.0,0.0,0.0,0.0
33,combined_stress,8.5186,-8.2063,0.0,0.0,0.0,0.0
34,contact_chain_transfer,24.5877,0.9468,0.0,0.0,0.0,0.0
35,combined_stress,-3.3163,8.6428,0.0,1.0,1.0,0.0
36,combined_stress,13.3505,5.0354,1.0,1.0,0.0,0.0
37,contact_chain_transfer,-0.2411,-13.8044,0.0,0.0,0.0,0.0
38,friction_mass_shift,8.2042,-10.0246,0.0,0.0,0.0,0.0
39,nominal_push_to_pocket,13.6795,3.0617,0.0,1.0,1.0,0.0
40,contact_chain_transfer,19.0033,2.2700,0.0,0.0,0.0,0.0
41,friction_mass_shift,6.9597,-6.9136,0.0,0.0,0.0,0.0
42,nominal_push_to_pocket,18.1964,-1.9191,0.0,0.0,0.0,0.0
43,contact_chain_transfer,5.4878,2.4173,0.0,0.0,0.0,0.0
44,combined_stress,16.9354,-2.9671,0.0,0.0,0.0,0.0
45,fixture_topology_shift,15.2905,5.1330,0.0,0.0,0.0,0.0
46,combined_stress,20.6459,6.0582,0.0,0.0,0.0,0.0
47,nominal_push_to_pocket,11.2063,12.5812,1.0,1.0,0.0,0.0
48,fixture_topology_shift,6.7758,-12.8019,0.0,0.0,0.0,0.0
49,combined_stress,5.6871,0.3052,0.0,0.0,0.0,0.0
50,combined_stress,9.0241,9.5818,0.0,0.0,0.0,0.0
51,contact_chain_transfer,14.9583,8.5367,0.0,0.0,0.0,0.0
52,nominal_push_to_pocket,-0.2754,9.0207,1.0,1.0,0.0,0.0
53,friction_mass_shift,11.1898,10.8670,0.0,0.0,0.0,0.0
54,friction_mass_shift,2.1385,-8.0702,0.0,0.0,0.0,0.0
55,combined_stress,14.6114,-0.5126,0.0,0.0,0.0,0.0
56,nominal_push_to_pocket,7.0569,8.8663,0.0,0.0,0.0,0.0
57,combined_stress,2.5445,7.5279,0.0,0.0,0.0,0.0
58,fixture_topology_shift,11.5282,0.1504,0.0,0.0,0.0,0.0
59,nominal_push_to_pocket,11.9010,4.0599,0.0,0.0,0.0,0.0
60,contact_chain_transfer,8.4581,12.9544,0.0,0.0,0.0,0.0
61,combined_stress,1.9607,-11.6839,1.0,1.0,0.0,0.0
62,combined_stress,9.0193,8.5119,0.0,0.0,0.0,0.0
63,fixture_topology_shift,-1.3524,9.7234,0.0,0.0,0.0,0.0
64,friction_mass_shift,16.7992,-1.0329,0.0,0.0,0.0,0.0
65,contact_chain_transfer,8.9878,10.2830,0.0,0.0,0.0,0.0
66,nominal_push_to_pocket,11.8274,6.6601,0.0,0.0,0.0,0.0
67,friction_mass_shift,5.2754,4.5193,0.0,0.0,0.0,0.0
68,nominal_push_to_pocket,2.8288,-1.4210,1.0,1.0,0.0,0.0
69,nominal_push_to_pocket,22.4557,-2.0054,0.0,0.0,0.0,0.0
70,friction_mass_shift,11.0797,-10.7957,0.0,0.0,0.0,0.0
71,combined_stress,5.4557,-1.2066,0.0,0.0,0.0,0.0
72,fixture_topology_shift,1.5540,11.3803,0.0,0.0,0.0,0.0
73,nominal_push_to_pocket,1.0446,-11.3690,0.0,0.0,0.0,0.0
74,contact_chain_transfer,26.2761,1.4001,0.0,0.0,0.0,0.0
75,nominal_push_to_pocket,16.7628,4.6526,0.0,0.0,0.0,0.0
76,fixture_topology_shift,8.2783,7.5699,0.0,0.0,0.0,0.0
77,fixture_topology_shift,9.4521,11.0785,0.0,0.0,0.0,0.0
78,friction_mass_shift,-0.6581,-7.7762,0.0,0.0,0.0,0.0
79,nominal_push_to_pocket,4.2279,-2.2958,0.0,0.0,0.0,0.0
80,contact_chain_transfer,21.7243,2.5656,0.0,1.0,1.0,0.0
81,contact_chain_transfer,20.8633,0.8007,0.0,0.0,0.0,0.0
82,nominal_push_to_pocket,13.2081,10.1318,0.0,1.0,1.0,0.0
83,combined_stress,21.3725,0.1851,0.0,1.0,1.0,0.0
84,combined_stress,4.2148,0.8183,0.0,0.0,0.0,0.0
85,contact_chain_transfer,13.8144,-5.9935,0.0,0.0,0.0,0.0
86,combined_stress,13.8204,4.8921,1.0,1.0,0.0,0.0
87,nominal_push_to_pocket,10.7284,-5.0085,0.0,0.0,0.0,0.0
88,combined_stress,14.3037,-4.0381,0.0,0.0,0.0,0.0
89,fixture_topology_shift,8.7223,10.6508,0.0,0.0,0.0,0.0
90,combined_stress,14.4553,3.2111,0.0,0.0,0.0,0.0
91,nominal_push_to_pocket,3.9752,9.0882,0.0,0.0,0.0,0.0
92,combined_stress,14.6898,-4.9536,0.0,0.0,0.0,0.0
93,nominal_push_to_pocket,11.7440,8.3614,0.0,0.0,0.0,0.0
94,nominal_push_to_pocket,17.2886,5.9120,0.0,0.0,0.0,0.0
95,combined_stress,0.6630,5.4323,0.0,0.0,0.0,0.0
96,fixture_topology_shift,6.3904,0.5131,0.0,0.0,0.0,0.0
97,combined_stress,14.9620,-1.0613,0.0,0.0,0.0,0.0
98,combined_stress,4.2408,0.9528,0.0,0.0,0.0,0.0
99,combined_stress,-1.7698,5.6796,0.0,0.0,0.0,0.0
100,friction_mass_shift,18.8980,-6.3092,0.0,0.0,0.0,0.0
101,friction_mass_shift,0.7318,-8.9608,0.0,0.0,0.0,0.0
102,contact_chain_transfer,7.6616,-2.1256,1.0,0.0,0.0,1.0
103,combined_stress,1.2428,10.3460,0.0,0.0,0.0,0.0
104,combined_stress,15.2560,8.3310,0.0,0.0,0.0,0.0
105,fixture_topology_shift,3.0830,0.4025,0.0,0.0,0.0,0.0
106,combined_stress,0.9160,10.7327,0.0,0.0,0.0,0.0
107,friction_mass_shift,-3.9830,-10.4277,0.0,0.0,0.0,0.0
108,contact_chain_transfer,13.2688,-5.8022,0.0,0.0,0.0,0.0
109,friction_mass_shift,15.2834,-5.9474,0.0,0.0,0.0,0.0
110,nominal_push_to_pocket,24.5071,-0.2054,0.0,0.0,0.0,0.0
111,friction_mass_shift,15.0902,-3.7337,0.0,0.0,0.0,0.0
112,nominal_push_to_pocket,7.0982,-1.7028,0.0,0.0,0.0,0.0
113,combined_stress,14.3167,8.1162,0.0,0.0,0.0,0.0
114,friction_mass_shift,13.1432,3.7632,0.0,0.0,0.0,0.0
115,nominal_push_to_pocket,7.2082,9.5450,1.0,0.0,0.0,1.0
116,contact_chain_transfer,13.1493,11.7177,0.0,0.0,0.0,0.0
117,friction_mass_shift,8.1364,-10.5496,0.0,0.0,0.0,0.0
118,fixture_topology_shift,10.6348,-6.3292,0.0,0.0,0.0,0.0
119,fixture_topology_shift,-4.1918,-12.3294,0.0,0.0,0.0,0.0
120,friction_mass_shift,13.9370,-6.0142,0.0,1.0,1.0,0.0
121,nominal_push_to_pocket,17.4677,0.7531,0.0,0.0,0.0,0.0
122,friction_mass_shift,20.7645,2.5869,0.0,1.0,1.0,0.0
123,friction_mass_shift,0.4003,8.6979,1.0,0.0,0.0,1.0
124,fixture_topology_shift,2.0066,7.8375,0.0,0.0,0.0,0.0
125,combined_stress,19.1110,0.9929,1.0,1.0,0.0,0.0
126,combined_stress,15.8318,-5.3406,0.0,0.0,0.0,0.0
127,contact_chain_transfer,-0.0987,-9.3999,0.0,0.0,0.0,0.0
128,nominal_push_to_pocket,-1.1001,-9.3577,0.0,0.0,0.0,0.0
129,contact_chain_transfer,19.5422,-1.9838,0.0,0.0,0.0,0.0
130,friction_mass_shift,5.8426,1.1717,0.0,0.0,0.0,0.0
131,fixture_topology_shift,17.3569,5.1208,1.0,1.0,0.0,0.0
132,combined_stress,21.9785,3.0117,0.0,0.0,0.0,0.0
133,nominal_push_to_pocket,14.3625,5.0330,0.0,0.0,0.0,0.0
134,combined_stress,7.6801,-0.0744,0.0,0.0,0.0,0.0
135,fixture_topology_shift,-1.4513,10.8909,0.0,0.0,0.0,0.0
136,nominal_push_to_pocket,11.9596,9.1977,0.0,0.0,0.0,0.0
137,nominal_push_to_pocket,15.5988,-4.1985,0.0,0.0,0.0,0.0
138,nominal_push_to_pocket,0.7624,-10.0002,0.0,0.0,0.0,0.0
139,nominal_push_to_pocket,-0.7301,-10.6435,0.0,0.0,0.0,0.0
140,combined_stress,0.9241,11.9004,0.0,0.0,0.0,0.0
141,combined_stress,-1.6263,-7.3539,0.0,0.0,0.0,0.0
142,friction_mass_shift,-0.6380,10.9551,0.0,0.0,0.0,0.0
143,nominal_push_to_pocket,1.1263,-8.2492,0.0,0.0,0.0,0.0
144,fixture_topology_shift,7.9891,-10.3753,0.0,0.0,0.0,0.0
145,combined_stress,11.1959,-5.1475,0.0,0.0,0.0,0.0
146,friction_mass_shift,10.6953,-11.0159,0.0,0.0,0.0,0.0
147,fixture_topology_shift,5.5938,-1.6165,0.0,0.0,0.0,0.0
148,nominal_push_to_pocket,5.9091,-9.0498,0.0,0.0,0.0,0.0
149,nominal_push_to_pocket,11.6553,5.7887,0.0,0.0,0.0,0.0
150,nominal_push_to_pocket,13.7309,-6.2621,0.0,0.0,0.0,0.0
151,fixture_topology_shift,26.1988,-3.2127,0.0,0.0,0.0,0.0
152,friction_mass_shift,22.0010,1.1525,0.0,0.0,0.0,0.0
153,nominal_push_to_pocket,8.2502,13.4720,0.0,0.0,0.0,0.0
154,friction_mass_shift,0.6298,-5.9768,0.0,0.0,0.0,0.0
155,nominal_push_to_pocket,0.5863,9.2249,0.0,0.0,0.0,0.0
156,combined_stress,9.3570,9.7876,0.0,0.0,0.0,0.0
157,combined_stress,14.5573,7.0350,0.0,0.0,0.0,0.0
158,combined_stress,21.1354,0.4493,0.0,0.0,0.0,0.0
159,contact_chain_transfer,8.4703,-9.6016,0.0,0.0,0.0,0.0
160,nominal_push_to_pocket,2.1383,8.1761,0.0,0.0,0.0,0.0
161,nominal_push_to_pocket,10.8548,-7.2674,0.0,0.0,0.0,0.0
162,combined_stress,19.0638,-0.2167,1.0,0.0,0.0,1.0
163,fixture_topology_shift,19.4728,0.8808,0.0,1.0,1.0,0.0
164,fixture_topology_shift,13.4427,-5.0310,1.0,1.0,0.0,0.0
165,nominal_push_to_pocket,3.6981,4.3317,0.0,0.0,0.0,0.0
166,friction_mass_shift,11.2038,6.1649,0.0,0.0,0.0,0.0
167,combined_stress,10.0300,-6.9396,0.0,0.0,0.0,0.0
168,friction_mass_shift,-2.4160,-7.3030,0.0,0.0,0.0,0.0
169,friction_mass_shift,13.2184,-3.5298,0.0,0.0,0.0,0.0
170,fixture_topology_shift,16.1631,5.5705,0.0,0.0,0.0,0.0
171,nominal_push_to_pocket,14.6666,3.4384,0.0,0.0,0.0,0.0
172,contact_chain_transfer,15.5797,4.8861,0.0,0.0,0.0,0.0
173,combined_stress,21.0427,3.7777,0.0,1.0,1.0,0.0
174,fixture_topology_shift,16.2235,7.2655,0.0,0.0,0.0,0.0
175,combined_stress,9.4727,-8.4977,0.0,0.0,0.0,0.0
176,fixture_topology_shift,5.0601,9.9634,1.0,0.0,0.0,1.0
177,contact_chain_transfer,6.6672,10.0037,0.0,0.0,0.0,0.0
178,nominal_push_to_pocket,16.1917,-3.8320,0.0,0.0,0.0,0.0
179,friction_mass_shift,-0.4614,-11.0683,0.0,0.0,0.0,0.0
180,contact_chain_transfer,8.5762,-9.8024,0.0,0.0,0.0,0.0
181,contact_chain_transfer,2.1405,-6.2253,0.0,0.0,0.0,0.0
182,nominal_push_to_pocket,-0.9228,10.5995,0.0,0.0,0.0,0.0
183,fixture_topology_shift,23.1548,-2.1566,0.0,0.0,0.0,0.0
184,contact_chain_transfer,-2.1034,-14.1103,0.0,0.0,0.0,0.0
185,friction_mass_shift,-3.2581,-8.6923,0.0,0.0,0.0,0.0
186,combined_stress,-2.8859,9.3157,0.0,0.0,0.0,0.0
187,friction_mass_shift,-0.5441,10.4170,0.0,0.0,0.0,0.0
188,nominal_push_to_pocket,5.4188,0.7768,0.0,0.0,0.0,0.0
189,nominal_push_to_pocket,19.3485,-2.6813,0.0,0.0,0.0,0.0
190,combined_stress,11.5391,-6.7325,0.0,0.0,0.0,0.0
191,fixture_topology_shift,-0.1095,7.2455,0.0,0.0,0.0,0.0
192,combined_stress,2.7435,-8.1892,0.0,0.0,0.0,0.0
193,nominal_push_to_pocket,15.4521,4.4362,0.0,0.0,0.0,0.0
194,friction_mass_shift,15.3376,5.5402,0.0,1.0,1.0,0.0
195,friction_mass_shift,16.1402,-6.1442,0.0,0.0,0.0,0.0
196,fixture_topology_shift,5.4835,-6.6189,0.0,0.0,0.0,0.0
197,fixture_topology_shift,7.0475,-1.5054,0.0,0.0,0.0,0.0
198,nominal_push_to_pocket,13.0970,6.0591,0.0,0.0,0.0,0.0
199,friction_mass_shift,24.7218,-1.6072,0.0,0.0,0.0,0.0
200,friction_mass_shift,16.7505,-0.3719,0.0,0.0,0.0,0.0
201,fixture_topology_shift,13.2745,-5.4588,0.0,0.0,0.0,0.0
202,contact_chain_transfer,0.1978,13.5217,0.0,0.0,0.0,0.0
203,friction_mass_shift,15.5706,8.0528,0.0,0.0,0.0,0.0
204,combined_stress,-0.8916,-7.0265,0.0,0.0,0.0,0.0
205,fixture_topology_shift,22.7767,-0.0978,1.0,1.0,0.0,0.0
206,nominal_push_to_pocket,18.5833,-1.8312,0.0,0.0,0.0,0.0
207,contact_chain_transfer,-2.1259,7.4501,0.0,0.0,0.0,0.0
208,friction_mass_shift,3.5795,-7.4578,0.0,0.0,0.0,0.0
209,nominal_push_to_pocket,4.8964,-3.3752,0.0,0.0,0.0,0.0
210,nominal_push_to_pocket,-4.5434,7.4046,1.0,1.0,0.0,0.0
211,friction_mass_shift,9.8928,3.2062,0.0,0.0,0.0,0.0
212,friction_mass_shift,-1.9951,9.2600,1.0,0.0,0.0,1.0
213,fixture_topology_shift,12.7730,-5.9621,0.0,0.0,0.0,0.0
214,friction_mass_shift,0.6894,9.9004,0.0,0.0,0.0,0.0
215,nominal_push_to_pocket,0.4333,12.5326,0.0,0.0,0.0,0.0
216,fixture_topology_shift,22.5963,-0.4772,0.0,1.0,1.0,0.0
217,fixture_topology_shift,23.3308,1.2475,0.0,1.0,1.0,0.0
218,contact_chain_transfer,17.7946,2.6556,0.0,0.0,0.0,0.0
219,fixture_topology_shift,9.8809,8.1872,0.0,0.0,0.0,0.0
220,combined_stress,17.6484,-1.6110,0.0,0.0,0.0,0.0
221,friction_mass_shift,1.3605,5.2197,0.0,0.0,0.0,0.0
222,contact_chain_transfer,11.0097,-9.6945,0.0,0.0,0.0,0.0
223,friction_mass_shift,14.8404,-8.1572,0.0,0.0,0.0,0.0
224,nominal_push_to_pocket,11.1374,-6.8548,0.0,0.0,0.0,0.0
225,contact_chain_transfer,0.8609,7.0650,0.0,1.0,1.0,0.0
226,nominal_push_to_pocket,13.1506,6.4974,0.0,0.0,0.0,0.0
227,friction_mass_shift,21.6694,-0.6404,0.0,0.0,0.0,0.0
228,friction_mass_shift,-0.3034,9.0290,0.0,0.0,0.0,0.0
229,fixture_topology_shift,-1.1759,7.7972,1.0,1.0,0.0,0.0
230,combined_stress,21.7623,0.7156,0.0,0.0,0.0,0.0
231,fixture_topology_shift,17.0791,2.9378,0.0,0.0,0.0,0.0
232,combined_stress,9.7216,13.2624,0.0,0.0,0.0,0.0
233,friction_mass_shift,14.7421,4.5992,0.0,0.0,0.0,0.0
234,combined_stress,23.4689,0.6537,1.0,0.0,0.0,1.0
235,nominal_push_to_pocket,10.2646,6.2034,0.0,0.0,0.0,0.0
236,friction_mass_shift,13.7320,3.8319,0.0,0.0,0.0,0.0
237,friction_mass_shift,0.5173,-8.9780,0.0,0.0,0.0,0.0
238,nominal_push_to_pocket,20.3596,-3.6676,0.0,0.0,0.0,0.0
239,contact_chain_transfer,7.8011,-2.8947,0.0,0.0,0.0,0.0
240,friction_mass_shift,5.8462,-13.7435,0.0,0.0,0.0,0.0
241,combined_stress,1.2228,9.3004,0.0,0.0,0.0,0.0
242,contact_chain_transfer,17.6751,-0.5515,0.0,0.0,0.0,0.0
243,fixture_topology_shift,13.3712,3.3026,0.0,0.0,0.0,0.0
244,combined_stress,17.0724,-1.8560,0.0,0.0,0.0,0.0
245,nominal_push_to_pocket,24.4397,-2.2203,0.0,0.0,0.0,0.0
246,fixture_topology_shift,21.0954,3.0459,0.0,0.0,0.0,0.0
247,friction_mass_shift,0.9714,9.3895,0.0,0.0,0.0,0.0
248,fixture_topology_shift,2.6139,-11.3854,0.0,0.0,0.0,0.0
249,nominal_push_to_pocket,14.6201,-2.1733,0.0,0.0,0.0,0.0
250,fixture_topology_shift,-2.7048,-7.7373,0.0,0.0,0.0,0.0
251,nominal_push_to_pocket,20.6114,-4.9804,0.0,0.0,0.0,0.0
252,contact_chain_transfer,3.1365,1.6604,0.0,0.0,0.0,0.0
253,contact_chain_transfer,21.9223,-1.7079,0.0,0.0,0.0,0.0
254,friction_mass_shift,4.2818,-4.3320,0.0,0.0,0.0,0.0
255,nominal_push_to_pocket,10.4001,9.9456,0.0,0.0,0.0,0.0
256,fixture_topology_shift,13.3812,3.1683,1.0,1.0,0.0,0.0
257,fixture_topology_shift,-3.3194,10.7779,0.0,0.0,0.0,0.0
258,fixture_topology_shift,7.8216,-3.5865,0.0,0.0,0.0,0.0
259,combined_stress,0.8385,9.1855,0.0,0.0,0.0,0.0
260,fixture_topology_shift,7.2993,7.9745,0.0,0.0,0.0,0.0
261,friction_mass_shift,23.6506,-2.4884,0.0,0.0,0.0,0.0
262,combined_stress,17.9295,-2.6321,0.0,0.0,0.0,0.0
263,friction_mass_shift,17.8709,0.4345,0.0,0.0,0.0,0.0
264,fixture_topology_shift,17.0002,3.4629,0.0,0.0,0.0,0.0
265,contact_chain_transfer,2.4652,-1.8774,0.0,0.0,0.0,0.0
266,nominal_push_to_pocket,19.0417,2.0128,0.0,0.0,0.0,0.0
267,contact_chain_transfer,18.0861,7.7092,0.0,0.0,0.0,0.0
268,friction_mass_shift,10.1827,9.6695,0.0,0.0,0.0,0.0
269,fixture_topology_shift,9.7960,11.6677,0.0,0.0,0.0,0.0
270,friction_mass_shift,21.4277,2.0107,0.0,0.0,0.0,0.0
271,contact_chain_transfer,18.4086,6.0709,0.0,0.0,0.0,0.0
272,contact_chain_transfer,-1.1286,-9.1835,0.0,0.0,0.0,0.0
273,combined_stress,2.0407,10.4961,0.0,0.0,0.0,0.0
274,contact_chain_transfer,11.8001,-6.2647,0.0,0.0,0.0,0.0
275,nominal_push_to_pocket,21.9835,2.2016,0.0,0.0,0.0,0.0
276,friction_mass_shift,23.5490,1.3882,0.0,0.0,0.0,0.0
277,nominal_push_to_pocket,7.7121,-10.4557,0.0,0.0,0.0,0.0
278,nominal_push_to_pocket,9.0394,8.4063,0.0,0.0,0.0,0.0
279,friction_mass_shift,9.7041,7.3675,0.0,0.0,0.0,0.0
280,friction_mass_shift,10.9263,-11.4886,0.0,0.0,0.0,0.0
281,combined_stress,8.6837,-11.5565,0.0,0.0,0.0,0.0
282,friction_mass_shift,10.2094,6.5148,0.0,0.0,0.0,0.0
283,friction_mass_shift,4.4119,-9.9914,0.0,0.0,0.0,0.0
284,nominal_push_to_pocket,13.3951,-8.1750,0.0,0.0,0.0,0.0
285,nominal_push_to_pocket,16.0244,6.4469,0.0,0.0,0.0,0.0
286,nominal_push_to_pocket,6.8431,-2.6820,0.0,0.0,0.0,0.0
287,fixture_topology_shift,-0.4607,8.1338,0.0,0.0,0.0,0.0
288,contact_chain_transfer,6.7927,5.2920,0.0,0.0,0.0,0.0
289,fixture_topology_shift,15.9431,0.1780,0.0,0.0,0.0,0.0
290,combined_stress,12.2570,-4.7770,0.0,0.0,0.0,0.0
291,combined_stress,13.4057,8.0058,0.0,0.0,0.0,0.0
292,fixture_topology_shift,21.8884,-0.7593,0.0,0.0,0.0,0.0
293,fixture_topology_shift,10.0616,-7.6434,0.0,0.0,0.0,0.0
294,contact_chain_transfer,13.9616,-6.4003,0.0,0.0,0.0,0.0
295,nominal_push_to_pocket,16.1499,8.0649,0.0,0.0,0.0,0.0
296,fixture_topology_shift,8.8238,-4.8463,0.0,0.0,0.0,0.0
297,contact_chain_transfer,15.6478,-3.6601,0.0,0.0,0.0,0.0
298,contact_chain_transfer,9.9593,-4.3913,0.0,0.0,0.0,0.0
299,friction_mass_shift,-0.1920,7.2310,0.0,0.0,0.0,0.0
300,combined_stress,7.5027,15.0170,0.0,0.0,0.0,0.0
301,friction_mass_shift,17.3611,1.1621,0.0,0.0,0.0,0.0
302,fixture_topology_shift,11.4664,-8.1389,0.0,0.0,0.0,0.0
303,contact_chain_transfer,9.1916,6.8911,0.0,0.0,0.0,0.0
304,nominal_push_to_pocket,5.7941,1.6601,0.0,0.0,0.0,0.0
305,contact_chain_transfer,25.6829,1.7429,0.0,0.0,0.0,0.0
306,fixture_topology_shift,17.9878,-2.1626,0.0,1.0,1.0,0.0
307,combined_stress,7.8649,-12.4217,0.0,0.0,0.0,0.0
308,combined_stress,2.4890,-11.8851,0.0,0.0,0.0,0.0
309,contact_chain_transfer,21.3152,0.1920,0.0,0.0,0.0,0.0
310,contact_chain_transfer,22.1142,-1.9103,0.0,0.0,0.0,0.0
311,fixture_topology_shift,7.7270,10.7156,0.0,0.0,0.0,0.0
312,combined_stress,-1.5788,-7.4774,1.0,1.0,0.0,0.0
313,friction_mass_shift,17.2201,-3.7454,0.0,0.0,0.0,0.0
314,combined_stress,-1.9445,4.9000,0.0,0.0,0.0,0.0
315,fixture_topology_shift,13.5661,-8.4494,0.0,0.0,0.0,0.0
316,combined_stress,12.1181,-7.6119,0.0,0.0,0.0,0.0
317,friction_mass_shift,26.3813,-0.7566,0.0,0.0,0.0,0.0
318,contact_chain_transfer,1.5501,-4.6594,0.0,0.0,0.0,0.0
319,nominal_push_to_pocket,7.5469,-7.0161,0.0,0.0,0.0,0.0
320,friction_mass_shift,11.7783,-8.8257,0.0,0.0,0.0,0.0
321,contact_chain_transfer,5.4056,-0.3206,0.0,0.0,0.0,0.0
322,friction_mass_shift,24.4395,1.2552,0.0,0.0,0.0,0.0
323,nominal_push_to_pocket,4.4941,-10.8104,0.0,0.0,0.0,0.0
324,combined_stress,8.8581,-9.9074,0.0,0.0,0.0,0.0
325,friction_mass_shift,10.8387,-5.6965,0.0,0.0,0.0,0.0
326,contact_chain_transfer,5.5544,1.1292,0.0,0.0,0.0,0.0
327,combined_stress,16.2981,6.7695,0.0,0.0,0.0,0.0
328,nominal_push_to_pocket,11.1415,-3.7941,0.0,0.0,0.0,0.0
329,fixture_topology_shift,14.3685,-7.4600,0.0,0.0,0.0,0.0
330,fixture_topology_shift,9.0027,-1.8663,0.0,0.0,0.0,0.0
331,contact_chain_transfer,17.2938,-6.1631,0.0,0.0,0.0,0.0
332,contact_chain_transfer,9.3969,-11.6810,0.0,0.0,0.0,0.0
333,friction_mass_shift,10.7243,-10.7478,0.0,0.0,0.0,0.0
334,contact_chain_transfer,7.1248,-8.6365,0.0,0.0,0.0,0.0
335,contact_chain_transfer,13.2667,-6.9191,0.0,0.0,0.0,0.0
336,fixture_topology_shift,10.2804,-9.6691,0.0,0.0,0.0,0.0
337,combined_stress,14.1925,-10.8950,0.0,0.0,0.0,0.0
338,fixture_topology_shift,7.0858,8.6539,0.0,0.0,0.0,0.0
339,nominal_push_to_pocket,-0.1397,9.5832,0.0,0.0,0.0,0.0
340,nominal_push_to_pocket,10.0428,-1.6170,0.0,0.0,0.0,0.0
341,fixture_topology_shift,16.1798,7.9329,0.0,0.0,0.0,0.0
342,combined_stress,7.5354,1.4482,0.0,0.0,0.0,0.0
343,contact_chain_transfer,15.1184,-8.4896,0.0,0.0,0.0,0.0
344,contact_chain_transfer,5.0920,-10.4018,0.0,0.0,0.0,0.0
345,contact_chain_transfer,27.5988,-0.6310,0.0,0.0,0.0,0.0
346,friction_mass_shift,2.5866,-10.1549,0.0,0.0,0.0,0.0
347,nominal_push_to_pocket,-2.4678,10.8994,0.0,0.0,0.0,0.0
348,fixture_topology_shift,7.6821,8.6245,0.0,0.0,0.0,0.0
349,nominal_push_to_pocket,13.2395,4.5176,0.0,0.0,0.0,0.0
350,nominal_push_to_pocket,14.4324,-2.1408,0.0,0.0,0.0,0.0
351,contact_chain_transfer,9.9445,-8.5367,0.0,0.0,0.0,0.0
352,fixture_topology_shift,22.7161,6.0926,0.0,0.0,0.0,0.0
353,contact_chain_transfer,-1.7127,-9.1940,0.0,0.0,0.0,0.0
354,contact_chain_transfer,8.1836,-12.2378,0.0,0.0,0.0,0.0
355,friction_mass_shift,13.4467,-9.1575,0.0,1.0,1.0,0.0
356,contact_chain_transfer,13.1402,-5.7990,0.0,0.0,0.0,0.0
357,combined_stress,25.0579,0.5997,0.0,0.0,0.0,0.0
358,combined_stress,13.5501,-5.1902,0.0,0.0,0.0,0.0
359,friction_mass_shift,6.0294,-8.0801,0.0,0.0,0.0,0.0
360,friction_mass_shift,3.5609,0.5736,0.0,0.0,0.0,0.0
361,friction_mass_shift,2.7283,0.1293,0.0,0.0,0.0,0.0
362,nominal_push_to_pocket,20.2644,-0.2961,0.0,0.0,0.0,0.0
363,combined_stress,13.5482,6.5025,0.0,0.0,0.0,0.0
364,fixture_topology_shift,18.3681,-0.2624,0.0,0.0,0.0,0.0
365,combined_stress,11.5726,-5.2496,0.0,0.0,0.0,0.0
